language_id,form_id,lexeme,cell,source_form,orth_form,phon_form,analysed_orth_form,source,page,paradigm_tag,tense_tag,morphanalysis_tag,overabundance_tag,phonanalysis_tag,variants_tag,order_tag
monsang,monsang242,ka:,3.sg.2.sg.nfut.aff,ŋ̩̀-káː-náʔ,ŋ̩̀Σnáʔ,ŋ ¹ Σ n a ⁵ ʔ,ŋ̩̀+Σ+náʔ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang243,mu,3.sg.2.sg.nfut.aff,m̩̀-m̥ú-náʔ,m̩̀Σnáʔ,m̩ ¹ Σ n a ⁵ ʔ,m̩̀+Σ+náʔ,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang244,ne,3.sg.2.sg.nfut.aff,ǹ̩-n̥é-náʔ,ǹ̩Σnáʔ,n ¹ Σ n a ⁵ ʔ,ǹ̩+Σ+náʔ,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang245,ka:,3.sg.2.pl.nfut.aff,ŋ̩̀-káː-náʔ,ŋ̩̀Σnáʔ,ŋ ¹ Σ n a ⁵ ʔ,ŋ̩̀+Σ+náʔ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang246,mu,3.sg.2.pl.nfut.aff,m̩̀-m̥ú-náʔ,m̩̀Σnáʔ,m̩ ¹ Σ n a ⁵ ʔ,m̩̀+Σ+náʔ,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang247,ne,3.sg.2.pl.nfut.aff,ǹ̩-n̥é-náʔ,ǹ̩Σnáʔ,n ¹ Σ n a ⁵ ʔ,ǹ̩+Σ+náʔ,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang248,ka:,3.pl.2.sg.nfut.aff,ŋ̩̀-káː-náː-hè,ŋ̩̀Σnááhè,ŋ ¹ Σ n aa ⁵ h e ¹,ŋ̩̀+Σ+náá+hè,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang249,mu,3.pl.2.sg.nfut.aff,m̩̀-m̥ú-náː-hè,m̩̀Σnááhè,m̩ ¹ Σ n aa ⁵ h e ¹,m̩̀+Σ+náá+hè,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang250,ne,3.pl.2.sg.nfut.aff,ǹ̩-n̥é-náː-hè,ǹ̩Σnááhè,n ¹ Σ n aa ⁵ h e ¹,ǹ̩+Σ+náá+hè,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang251,ka:,3.pl.2.pl.nfut.aff,ŋ̩̀-káː-náː-hè,ŋ̩̀Σnááhè,ŋ ¹ Σ n aa ⁵ h e ¹,ŋ̩̀+Σ+náá+hè,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang252,mu,3.pl.2.pl.nfut.aff,m̩̀-m̥ú-náː-hè,m̩̀Σnááhè,m̩ ¹ Σ n aa ⁵ h e ¹,m̩̀+Σ+náá+hè,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang253,ne,3.pl.2.pl.nfut.aff,ǹ̩-n̥é-náː-hè,ǹ̩Σnááhè,n ¹ Σ n aa ⁵ h e ¹,ǹ̩+Σ+náá+hè,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang254,mu,3.sg.3.sg.nfut.aff,á-m̥ú-náʔ,áΣnáʔ,a ⁵ Σ n a ⁵ ʔ,á+Σ+náʔ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang255,mu,3.sg.3.pl.nfut.aff,á-m̥ú-náː-hè,áΣnááhè,a ⁵ Σ n aa ⁵ h e ¹,á+Σ+náá+hè,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang256,ka:,3.pl.3.sg.nfut.aff,ŋ̩́-káː-náʔ,ŋ̩́Σnáʔ,ŋ ⁵ Σ n a ⁵ ʔ,ŋ̩́+Σ+náʔ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang257,mu,3.pl.3.sg.nfut.aff,ḿ̩-m̥ú-náʔ,ḿ̩Σnáʔ,m̩ ⁵ Σ n a ⁵ ʔ,ḿ̩+Σ+náʔ,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang258,mu,3.pl.3.sg.nfut.aff,á-m̥ú-náː-hè,áΣnááhè,a ⁵ Σ n aa ⁵ h e ¹,á+Σ+náá+hè,Konnerth2025Monsang,nopage,pragm_marked,NA,NA,NA,NA,NA,NA
monsang,monsang259,ne,3.pl.3.sg.nfut.aff,ń̩-n̥é-náʔ,ń̩Σnáʔ,n̩ ⁵ Σ n a ⁵ ʔ,ń̩+Σ+náʔ,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang260,ka:,3.pl.3.pl.nfut.aff,ŋ̩́-káː-náː-hè,ŋ̩́Σnááhè,ŋ ⁵ Σ n aa ⁵ h e ¹,ŋ̩́+Σ+náá+hè,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang261,mu,3.pl.3.pl.nfut.aff,ḿ̩-m̥ú-náː-hè,ḿ̩Σnááhè,m̩ ⁵ Σ n aa ⁵ h e ¹,ḿ̩+Σ+náá+hè,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang262,mu,3.pl.3.pl.nfut.aff,á-m̥ú-náː-hè,áΣnááhè,a ⁵ Σ n aa ⁵ h e ¹,á+Σ+náá+hè,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang263,ne,3.pl.3.pl.nfut.aff,ń̩-n̥é-náː-hè,ń̩Σnááhè,n̩ ⁵ Σ n aa ⁵ h e ¹,ń̩+Σ+náá+hè,Konnerth2025Monsang,nopage,NA,NA,morphophon,NA,NA,NA,NA
monsang,monsang264,kar,1.sg.nfut.neg,kàr-máː-ŋ,Σmááŋ,Σ m aa ⁵ ŋ,Σ+máá+ŋ,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang265,si,1.sg.nfut.neg,sì-mǎː-ŋ,Σmàáŋ,Σ m aa ¹⁵ ŋ,Σ+màá+ŋ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang266,kar,1.pl.excl.nfut.neg,kàr-má-ú-ŋ,Σmáúŋ,Σ m a ⁵ u ⁵ ŋ,Σ+má+ú+ŋ,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang267,kar,1.pl.incl.nfut.neg,kàr-máː-mɘ́,Σmáámɘ́,Σ m aa ⁵ m ɘ ⁵,Σ+máá+mɘ́,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang268,si,1.pl.excl.nfut.neg,sì-mà-ú-ŋ,Σmàúŋ,Σ m a ¹ u ⁵ ŋ,Σ+mà+ú+ŋ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang269,si,1.pl.incl.nfut.neg,sì-màː-mɘ́,Σmààmɘ́,Σ m aa ¹ m ɘ ⁵,Σ+màà+mɘ́,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang270,kʰi:r,1.sg.2.sg.nfut.neg,kʰìːr-máː-ŋ-tʃɘ̀,Σmááŋtʃɘ̀,Σ m aa ⁵ ŋ tʃ ɘ ¹,Σ+máá+ŋ+tʃɘ̀,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang271,mu,1.sg.2.sg.nfut.neg,m̥ù-màː-ŋ-tʃɘ́,Σmààŋtʃɘ́,Σ m aa ¹ ŋ tʃ ɘ ⁵,Σ+màà+ŋ+tʃɘ́,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang272,kʰi:r,1.sg.2.pl.nfut.neg,kʰìːr-máː-ŋ-tʃ-ʷù,Σmááŋtʃʷù,Σ m aa ⁵ ŋ tʃ ʉ ¹,Σ+máá+ŋ+tʃ+ʷù,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang273,mu,1.sg.2.pl.nfut.neg,m̥ù-màː-ŋ-tʃ-ʷú,Σmààŋtʃʷú,Σ m aa ¹ ŋ tʃ ʉ ⁵,Σ+màà+ŋ+tʃ+ʷú,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang274,kʰi:r,1.pl.excl.2.sg.nfut.neg,kʰìːr-má-ú-ŋ-tʃ-ʷú,Σmáúŋtʃʷú,Σ m a ⁵ u ⁵ ŋ tʃ ʉ ⁵,Σ+má+ú+ŋ+tʃ+ʷú,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang275,mu,1.pl.excl.2.sg.nfut.neg,m̥ù-mà-ú-ŋ-tʃ-ʷú,Σmàúŋtʃʷú,Σ m a ¹ u ⁵ ŋ tʃ ʉ ⁵,Σ+mà+ú+ŋ+tʃ+ʷú,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang276,kʰi:r,1.pl.excl.2.pl.nfut.neg,kʰìːr-má-ú-ŋ-tʃ-ʷú,Σmáúŋtʃʷú,Σ m a ⁵ u ⁵ ŋ tʃ ʉ ⁵,Σ+má+ú+ŋ+tʃ+ʷú,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang277,mu,1.pl.excl.2.pl.nfut.neg,m̥ù-mà-ú-ŋ-tʃ-ʷú,Σmàúŋtʃʷú,Σ m a ¹ u ⁵ ŋ tʃ ʉ ⁵,Σ+mà+ú+ŋ+tʃ+ʷú,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang278,kʰi:r,1.sg.3.sg.nfut.neg,kʰìːr-máː-ŋ,Σmááŋ,Σ m aa ⁵ ŋ,Σ+máá+ŋ,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang279,mu,1.sg.3.sg.nfut.neg,m̥ù-mǎː-ŋ,Σmàáŋ,Σ m aa ¹⁵ ŋ,Σ+màá+ŋ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang280,kʰi:r,1.sg.3.pl.nfut.neg,kʰìːr-máː-hé-ŋ,Σmááhéŋ,Σ m aa ⁵ h e ⁵ ŋ,Σ+máá+hé+ŋ,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang281,mu,1.sg.3.pl.nfut.neg,m̥ù-màː-hé-ŋ,Σmààhéŋ,Σ m aa ¹ h e ⁵ ŋ,Σ+màà+hé+ŋ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang282,kʰi:r,1.pl.excl.3.sg.nfut.neg,kʰìːr-má-ú-ŋ,Σmáúŋ,Σ m a ⁵ u ⁵ ŋ,Σ+má+ú+ŋ,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang283,kʰi:r,1.pl.incl.3.sg.nfut.neg,kʰìːr-máː-mɘ́,Σmáámɘ́,Σ m aa ⁵ m ɘ ⁵,Σ+máá+mɘ́,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang284,mu,1.pl.excl.3.sg.nfut.neg,m̥ù-mà-ú-ŋ,Σmàúŋ,Σ m a ¹ u ⁵ ŋ,Σ+mà+ú+ŋ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang285,mu,1.pl.incl.3.sg.nfut.neg,m̥ù-màː-mɘ́,Σmààmɘ́,Σ m aa ¹ m ɘ ⁵,Σ+màà+mɘ́,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang286,kʰi:r,1.pl.excl.3.pl.nfut.neg,kʰìːr-máː-h-ú-ŋ,Σmááhúŋ,Σ m aa ⁵ h u ⁵ ŋ,Σ+máá+h+ú+ŋ,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang287,kʰi:r,1.pl.excl.3.pl.nfut.neg,kʰìːr-má-ú-ŋ,Σmáúŋ,Σ m a ⁵ u ⁵ ŋ,Σ+má+ú+ŋ,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,optional_plural,NA,NA,NA
monsang,monsang288,kʰi:r,1.pl.incl.3.pl.nfut.neg,kʰìːr-máː-mé-hɘ́,Σmááméhɘ́,Σ m aa ⁵ m e ⁵ h ɘ ⁵,Σ+máá+mé+hɘ́,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,variable_order
monsang,monsang289,kʰi:r,1.pl.incl.3.pl.nfut.neg,kʰìːr-máː-hé-mɘ́,Σmááhémɘ́,Σ m aa ⁵ h e ⁵ m ɘ ⁵,Σ+máá+hé+mɘ́,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang290,kʰi:r,1.pl.incl.3.pl.nfut.neg,kʰìːr-máː-mɘ́,Σmáámɘ́,Σ m aa ⁵ m ɘ ⁵,Σ+máá+mɘ́,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,optional_plural,NA,NA,NA
monsang,monsang291,mu,1.pl.excl.3.pl.nfut.neg,m̥ù-mà-ú-ŋ,Σmàúŋ,Σ m a ¹ u ⁵ ŋ,Σ+mà+ú+ŋ,Konnerth2025Monsang,nopage,NA,NA,NA,optional_plural,NA,NA,NA
monsang,monsang292,mu,1.pl.excl.3.pl.nfut.neg,m̥ù-màː-h-ú-ŋ,Σmààhúŋ,Σ m aa ¹ h u ⁵ ŋ,Σ+màà+h+ú+ŋ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang293,mu,1.pl.incl.3.pl.nfut.neg,m̥ù-màː-mé-hɘ́,Σmààméhɘ́,Σ m aa ¹ m e ⁵ h ɘ ⁵,Σ+màà+mé+hɘ́,Konnerth2025Monsang,nopage,NA,NA,NA,NA,NA,NA,variable_order
monsang,monsang294,mu,1.pl.incl.3.pl.nfut.neg,m̥ù-màː-hé-mɘ́,Σmààhémɘ́,Σ m aa ¹ h e ⁵ m ɘ ⁵,Σ+màà+hé+mɘ́,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang295,mu,1.pl.incl.3.pl.nfut.neg,m̥ù-màː-mɘ́,Σmààmɘ́,Σ m aa ¹ m ɘ ⁵,Σ+màà+mɘ́,Konnerth2025Monsang,nopage,NA,NA,NA,optional_plural,NA,NA,NA
monsang,monsang296,kar,2.sg.nfut.neg,kàr-máː-tʃɘ́,Σmáátʃɘ́,Σ m aa ⁵ tʃ ɘ ⁵,Σ+máá+tʃɘ́,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang297,si,2.sg.nfut.neg,sì-màː-tʃɘ́,Σmààtʃɘ́,Σ m aa ¹ tʃ ɘ ⁵,Σ+màà+tʃɘ́,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang298,kar,2.pl.nfut.neg,kàr-máː-tʃ-ʷú,Σmáátʃʷú,Σ m aa ⁵ tʃ ʉ ⁵,Σ+máá+tʃ+ʷú,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang299,si,2.pl.nfut.neg,sì-màː-tʃ-ʷú,Σmààtʃʷú,Σ m aa ¹ tʃ ʉ ⁵,Σ+màà+tʃ+ʷú,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang300,kʰi:r,2.sg.1.sg.nfut.neg,ì-kʰíːr-máː-tʃɘ́,ìΣmáátʃɘ́,i ¹ Σ m aa ⁵ tʃ ɘ ⁵,ì+Σ+máá+tʃɘ́,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang301,kʰi:r,2.sg.1.pl.excl.nfut.neg,ì-kʰíːr-máː-tʃ-ʷú,ìΣmáátʃʷú,i ¹ Σ m aa ⁵ tʃ ʉ ⁵,ì+Σ+máá+tʃ+ʷú,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang302,mu,2.sg.1.pl.excl.nfut.neg,ì-m̥ú-máː-tʃɘ́,ìΣmáátʃɘ́,i ¹ Σ m aa ⁵ tʃ ɘ ⁵,ì+Σ+máá+tʃɘ́,Konnerth2025Monsang,nopage,NA,NA,NA,optional_plural,NA,NA,NA
monsang,monsang303,kʰi:r,2.pl.1.sg.nfut.neg,ì-kʰíːr-máː-tʃ-ʷú,ìΣmáátʃʷú,i ¹ Σ m aa ⁵ tʃ ʉ ⁵,ì+Σ+máá+tʃ+ʷú,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang304,kʰi:r,2.pl.1.pl.excl.nfut.neg,ì-kʰíːr-máː-tʃ-ʷú,ìΣmáátʃʷú,i ¹ Σ m aa ⁵ tʃ ʉ ⁵,ì+Σ+máá+tʃ+ʷú,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang305,kʰi:r,2.sg.3.sg.nfut.neg,kʰìːr-máː-tʃɘ́,Σmáátʃɘ́,Σ m aa ⁵ tʃ ɘ ⁵,Σ+máá+tʃɘ́,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang306,mu,2.sg.3.sg.nfut.neg,m̥ù-màː-tʃɘ́,Σmààtʃɘ́,Σ m aa ¹ tʃ ɘ ⁵,Σ+màà+tʃɘ́,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang307,kʰi:r,2.sg.3.pl.nfut.neg,kʰìːr-máː-hé-tʃɘ́,Σmááhétʃɘ́,Σ m aa ⁵ h e ⁵ tʃ ɘ ⁵,Σ+máá+hé+tʃɘ́,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang308,mu,2.sg.3.pl.nfut.neg,m̥ù-màː-hé-tʃɘ́,Σmààhétʃɘ́,Σ m aa ¹ h e ⁵ tʃ ɘ ⁵,Σ+màà+hé+tʃɘ́,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang309,kʰi:r,2.pl.3.sg.nfut.neg,kʰìːr-máː-tʃ-ʷú,Σmáátʃʷú,Σ m aa ⁵ tʃ ʉ ⁵,Σ+máá+tʃ+ʷú,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang310,mu,2.pl.3.sg.nfut.neg,m̥ù-màː-tʃ-ʷú,Σmààtʃʷú,Σ m aa ¹ tʃ ʉ ⁵,Σ+màà+tʃ+ʷú,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang311,kʰi:r,2.pl.3.pl.nfut.neg,kʰìːr-máː-hé-tʃ-ʷú,Σmááhétʃʷú,Σ m aa ⁵ h e ⁵ tʃ ʉ ⁵,Σ+máá+hé+tʃ+ʷú,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang312,kʰi:r,2.pl.3.pl.nfut.neg,kʰìːr-máː-tʃ-ʷú,Σmáátʃʷú,Σ m aa ⁵ tʃ ʉ ⁵,Σ+máá+tʃ+ʷú,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,optional_plural,NA,NA,NA
monsang,monsang313,mu,2.pl.3.pl.nfut.neg,m̥ù-màː-hé-tʃ-ʷú,Σmààhétʃʷú,Σ m aa ¹ h e ⁵ tʃ ʉ ⁵,Σ+màà+hé+tʃ+ʷú,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang314,mu,2.pl.3.pl.nfut.neg,m̥ù-màː-tʃ-ʷú,Σmààtʃʷú,Σ m aa ¹ tʃ ʉ ⁵,Σ+màà+tʃ+ʷú,Konnerth2025Monsang,nopage,NA,NA,NA,optional_plural,NA,NA,NA
monsang,monsang315,kar,3.sg.nfut.neg,kàr-máʔ,Σmáʔ,Σ m a ⁵ ʔ,Σ+máʔ,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang316,si,3.sg.nfut.neg,sì-màʔ,Σmàʔ,Σ m a ¹ ʔ,Σ+màʔ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang317,kar,3.pl.nfut.neg,kàr-máː-hé,Σmááhé,Σ m aa ⁵ h e ⁵,Σ+máá+hé,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang318,si,3.pl.nfut.neg,sì-màː-hé,Σmààhé,Σ m aa ¹ h e ⁵,Σ+màà+hé,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang319,kʰi:r,3.sg.1.sg.nfut.neg,ì-kʰíːr-máʔ,ìΣmáʔ,i ¹ Σ m a ⁵ ʔ,ì+Σ+máʔ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang320,kʰi:r,3.sg.1.pl.excl.nfut.neg,ì-kʰíːr-máʔ,ìΣmáʔ,i ¹ Σ m a ⁵ ʔ,ì+Σ+máʔ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang321,kʰi:r,3.sg.1.pl.incl.nfut.neg,ì-kʰíːr-máʔ,ìΣmáʔ,i ¹ Σ m a ⁵ ʔ,ì+Σ+máʔ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang322,kʰi:r,3.pl.1.sg.nfut.neg,ì-kʰíːr-máː-hé,ìΣmááhé,i ¹ Σ m aa ⁵ h e ⁵,ì+Σ+máá+hé,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang323,kʰi:r,3.pl.1.pl.excl.nfut.neg,ì-kʰíːr-máː-hè,ìΣmááhé,i ¹ Σ m aa ⁵ h e ⁵,ì+Σ+máá+hé,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang324,kʰi:r,3.pl.1.pl.incl.nfut.neg,ì-kʰíːr-máː-hé,ìΣmááhé,i ¹ Σ m aa ⁵ h e ⁵,ì+Σ+máá+hé,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang325,kʰi:r,3.sg.2.sg.nfut.neg,ì-kʰíːr-máʔ,ìΣmáʔ,i ¹ Σ m a ⁵ ʔ,ì+Σ+máʔ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang326,kʰi:r,3.sg.2.pl.nfut.neg,ì-kʰíːr-máʔ,ìΣmáʔ,i ¹ Σ m a ⁵ ʔ,ì+Σ+máʔ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang327,kʰi:r,3.pl.2.sg.nfut.neg,ì-kʰíːr-máː-hé,ìΣmááhé,i ¹ Σ m aa ⁵ h e ⁵,ì+Σ+máá+hé,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang328,kʰi:r,3.pl.2.pl.nfut.neg,ì-kʰíːr-máː-hé,ìΣmááhé,i ¹ Σ m aa ⁵ h e ⁵,ì+Σ+máá+hé,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang329,kʰi:r,3.sg.3.sg.nfut.neg,kʰìːr-máʔ,Σmáʔ,Σ m a ⁵ ʔ,Σ+máʔ,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang330,mu,3.sg.3.sg.nfut.neg,m̥ù-màʔ,Σmàʔ,Σ m a ¹ ʔ,Σ+màʔ,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang331,kʰi:r,3.sg.3.pl.nfut.neg,kʰìːr-máː-hé,Σmááhé,Σ m aa ⁵ h e ⁵,Σ+máá+hé,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang332,mu,3.sg.3.pl.nfut.neg,m̥ù-màː-hé,Σmààhé,Σ m aa ¹ h e ⁵,Σ+màà+hé,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang333,kʰi:r,3.pl.3.sg.nfut.neg,kʰìːr-máː-hé,Σmááhé,Σ m aa ⁵ h e ⁵,Σ+máá+hé,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang334,mu,3.pl.3.sg.nfut.neg,m̥ù-màː-hé,Σmààhé,Σ m aa ¹ h e ⁵,Σ+màà+hé,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
monsang,monsang335,kʰi:r,3.pl.3.pl.nfut.neg,kʰìːr-máː-hé,Σmááhé,Σ m aa ⁵ h e ⁵,Σ+máá+hé,Konnerth2025Monsang,nopage,NA,NA,tone_alt_stem,NA,NA,NA,NA
monsang,monsang336,mu,3.pl.3.pl.nfut.neg,m̥ù-màː-hé,Σmààhé,Σ m aa ¹ h e ⁵,Σ+màà+hé,Konnerth2025Monsang,nopage,default,NA,NA,NA,NA,NA,NA
pangkhua,pangkhua001,no_stem,1.sg,kəi,kəi,k ə i,kəi,Akter2016Endangerment,17,default,NA,NA,NA,NA,NA,NA
pangkhua,pangkhua002,no_stem,1.du,kəi-ni,kəini,k ə i n i,kəi+ni,Akter2016Endangerment,17,default,NA,NA,NA,NA,NA,NA
pangkhua,pangkhua003,no_stem,1.pl,kəi-ni-hou,kəinihou,k ə i n i h o u,kəi+ni+hou,Akter2016Endangerment,17,default,NA,NA,NA,NA,NA,NA
pangkhua,pangkhua004,no_stem,2.sg,naŋ,naŋ,n a ŋ,naŋ,Akter2016Endangerment,17,default,NA,NA,NA,NA,NA,NA
pangkhua,pangkhua005,no_stem,2.du,naŋ-ni,naŋni,n a ŋ n i,naŋ+ni,Akter2016Endangerment,17,default,NA,NA,NA,NA,NA,NA
pangkhua,pangkhua006,no_stem,2.pl,naŋ-ni-hou,naŋnihou,n a ŋ n i h o u,naŋ+ni+hou,Akter2016Endangerment,17,default,NA,NA,NA,NA,NA,NA
pangkhua,pangkhua007,no_stem,3.sg,anih,anih,a n i h,anih,Akter2016Endangerment,17,default,NA,NA,NA,NA,NA,NA
pangkhua,pangkhua008,no_stem,3.du,ani,ani,a n i,ani,Akter2016Endangerment,17,default,NA,NA,NA,NA,NA,NA
pangkhua,pangkhua009,no_stem,3.pl,ani-hou,anihou,a n i h o u,ani+hou,Akter2016Endangerment,17,default,NA,NA,NA,NA,NA,NA
pangkhua,pangkhua010,kal,1.sg.fut.aff,kə=kal=at̪,kəΣat,k ə Σ a t,kə+Σ+at,Akter2025Pangkhua,250525,default,NA,NA,NA,NA,NA,NA
pangkhua,pangkhua011,kal,1.pl.fut.aff,kən=kal=at̪,kənΣat,k ə n Σ a t,kə+n+Σ+at,Akter2025Pangkhua,250525,default,NA,NA,NA,NA,NA,NA
